employee_id,employee_name,gender,age,department,designation,store_id,warehouse_id,join_date,salary
97,Rajiv Menon,Male,36,Sales,Sales Executive,6,null,2025-12-05,26500.00
98,Esha Pandey,Female,38,Sales,Sales Executive,6,null,2025-09-22,27000.00
99,Pranav Saxena,Male,58,Sales,Sales Executive,6,null,2025-07-16,30500.00
100,Harshil Pandey,Male,38,Sales,Sales Executive,6,null,2025-12-31,27000.00
101,Pari Shah,Female,39,Sales,Sales Executive,6,null,2025-08-28,27000.00
102,Krish Bansal,Male,41,Sales,Sales Executive,6,null,2025-12-05,27000.00
103,Siddharth Das,Male,38,Sales,Sales Executive,6,null,2025-07-31,28500.00
104,Yash Pandey,Male,43,Sales,Sales Executive,6,null,2025-11-04,26500.00
105,Jhanvi Singh,Female,42,Sales,Cashier,6,null,2025-11-26,21500.00
106,Deepika Mukherjee,Female,37,Sales,Cashier,6,null,2025-08-15,21000.00
107,Chirag Yadav,Male,37,Sales,Cashier,6,null,2025-10-11,21500.00
108,Arjun Yadav,Male,31,Sales,Store Manager,7,null,2024-06-06,70000.00
109,Rishabh Puri,Male,32,Sales,Sales Executive,7,null,2024-12-02,26500.00
110,Aadesh Roy,Male,36,Sales,Sales Executive,7,null,2024-08-16,29000.00
111,Urvi Suri,Female,40,Sales,Sales Executive,7,null,2024-08-09,27500.00
112,Lavanya Bajaj,Female,38,Sales,Sales Executive,7,null,2024-02-04,29000.00
113,Madhav Iyer,Male,41,Sales,Sales Executive,7,null,2024-07-05,29500.00
114,Garima Ali,Female,43,Sales,Sales Executive,7,null,2024-07-30,30000.00
115,Trisha Gupta,Female,27,Sales,Sales Executive,7,null,2024-10-06,26000.00
116,Yashika Fernandes,Female,32,Sales,Sales Executive,7,null,2024-08-22,27500.00
117,Kanika Srivastava,Female,28,Sales,Sales Executive,7,null,2024-11-29,27000.00
118,Ishaan Desai,Male,28,Sales,Sales Executive,7,null,2024-12-15,25500.00
119,Shalini Tiwari,Female,30,Sales,Sales Executive,7,null,2024-11-18,27500.00
120,Tejas Sethi,Male,36,Sales,Sales Executive,7,null,2024-08-12,29500.00
121,Diya Thomas,Female,44,Sales,Sales Executive,7,null,2024-06-26,30000.00
122,Aryan Mishra,Male,36,Sales,Sales Executive,7,null,2024-06-05,27000.00
123,Gauri Mahajan,Female,32,Sales,Cashier,7,null,2024-10-16,22000.00
124,Uday Roy,Male,28,Sales,Cashier,7,null,2024-09-05,21500.00
125,Varun Ahuja,Male,38,Sales,Cashier,7,null,2024-03-25,21500.00
126,Naman Khan,Male,39,Sales,Cashier,7,null,2024-08-21,21500.00
127,Hitesh Tiwari,Male,28,Sales,Store Manager,8,null,2024-08-26,68000.00
128,Shubham Krishnan,Male,39,Sales,Sales Executive,8,null,2024-01-29,28500.00
129,Varun Saxena,Male,45,Sales,Sales Executive,8,null,2024-06-17,30500.00
130,Anirudh Joshi,Male,28,Sales,Sales Executive,8,null,2024-12-13,26500.00
131,Rohan Gill,Male,38,Sales,Sales Executive,8,null,2024-05-19,28500.00
132,Yash Sharma,Male,41,Sales,Sales Executive,8,null,2024-06-14,29000.00
133,Esha Banerjee,Female,34,Sales,Sales Executive,8,null,2024-10-30,26500.00
134,Aditya Banerjee,Male,39,Sales,Sales Executive,8,null,2024-01-05,28500.00
135,Trisha Thakur,Female,44,Sales,Sales Executive,8,null,2024-03-13,30000.00
136,Ojasvi Bajaj,Female,31,Sales,Sales Executive,8,null,2024-12-04,28000.00
137,Dev Tripathi,Male,39,Sales,Sales Executive,8,null,2024-07-17,29000.00
138,Bhumika Raman,Female,29,Sales,Sales Executive,8,null,2024-12-09,28000.00
139,Dhruv Desai,Male,28,Sales,Sales Executive,8,null,2024-11-21,27500.00
140,Aadi Siddiqui,Other,27,Sales,Sales Executive,8,null,2024-08-24,27000.00
141,Karan Kaur,Male,35,Sales,Sales Executive,8,null,2024-08-27,28000.00
142,Kavya Rao,Female,26,Sales,Cashier,8,null,2024-11-04,20500.00
143,Tushar Sandhu,Male,38,Sales,Cashier,8,null,2024-03-26,23000.00
144,Avni Krishnan,Female,37,Sales,Cashier,8,null,2024-07-14,22500.00
145,Navya Ahuja,Female,43,Sales,Cashier,8,null,2024-02-26,22500.00
146,Omkar Tripathi,Male,33,Sales,Store Manager,9,null,2023-06-19,70000.00
147,Harshil Verma,Male,34,Sales,Sales Executive,9,null,2023-10-05,28000.00
148,Bharat Tyagi,Male,32,Sales,Sales Executive,9,null,2023-01-16,28500.00
149,Meera Agarwal,Female,34,Sales,Sales Executive,9,null,2023-11-03,28000.00
150,Darshan Thomas,Male,33,Sales,Sales Executive,9,null,2023-07-21,29500.00
151,Diya Chopra,Female,33,Sales,Sales Executive,9,null,2023-05-02,29500.00
152,Aarohi Saxena,Female,28,Sales,Sales Executive,9,null,2023-09-07,28500.00
153,Anika Shah,Female,31,Sales,Sales Executive,9,null,2023-06-05,29500.00
154,Ajay Subramanian,Male,28,Sales,Sales Executive,9,null,2023-09-20,29000.00
155,Ankit Qureshi,Male,34,Sales,Sales Executive,9,null,2023-11-18,28000.00
156,Aditya Bansal,Male,29,Sales,Sales Executive,9,null,2023-11-03,28500.00
157,Pranav Joshi,Male,29,Sales,Sales Executive,9,null,2023-02-09,28000.00
158,Vaishnavi Iyer,Female,31,Sales,Sales Executive,9,null,2023-04-08,27500.00
159,Aadesh Vohra,Male,33,Sales,Sales Executive,9,null,2023-07-24,27500.00
160,Ankit Yadav,Male,27,Sales,Sales Executive,9,null,2023-11-19,29000.00
161,Rajat Naidu,Male,29,Sales,Cashier,9,null,2023-03-04,22500.00
162,Kiara Sandhu,Female,28,Sales,Cashier,9,null,2023-09-23,22500.00
163,Omkar Gupta,Male,27,Sales,Cashier,9,null,2023-07-26,22500.00
164,Vidhi Patel,Female,35,Sales,Cashier,9,null,2023-07-07,22500.00
165,Radhika Siddiqui,Female,34,Sales,Store Manager,10,null,2022-04-16,72500.00
166,Deepika George,Female,30,Sales,Sales Executive,10,null,2022-05-12,29000.00
167,Kriti Goel,Female,23,Sales,Sales Executive,10,null,2022-10-25,28000.00
168,Aditi Iyer,Female,22,Sales,Sales Executive,10,null,2022-07-27,29000.00
169,Harshil Ali,Male,26,Sales,Sales Executive,10,null,2022-03-19,30000.00
170,Navya Khan,Female,22,Sales,Sales Executive,10,null,2022-11-01,28000.00
171,Tanya Verma,Female,23,Sales,Sales Executive,10,null,2022-09-24,27000.00
172,Chhavi Mishra,Female,34,Sales,Sales Executive,10,null,2022-06-05,31000.00
173,Chirag Gupta,Male,22,Sales,Sales Executive,10,null,2022-09-01,27500.00
174,Hitesh Singh,Male,32,Sales,Sales Executive,10,null,2022-01-05,28500.00
175,Imran Naidu,Male,23,Sales,Sales Executive,10,null,2022-12-23,28500.00
176,Vivaan Tyagi,Male,34,Sales,Sales Executive,10,null,2022-02-03,31000.00
177,Ishita Malhotra,Female,33,Sales,Sales Executive,10,null,2022-02-14,29500.00
178,Dhruv Kaur,Male,27,Sales,Sales Executive,10,null,2022-05-29,29000.00
179,Rajiv Mirza,Male,22,Sales,Sales Executive,10,null,2022-09-14,27500.00
180,Avni Mukherjee,Female,27,Sales,Cashier,10,null,2022-02-07,22500.00
181,Ankit Thakur,Male,24,Sales,Cashier,10,null,2022-08-21,22000.00
182,Bharat Nambiar,Male,22,Sales,Cashier,10,null,2022-08-28,21500.00
183,Palak Mehta,Female,30,Sales,Cashier,10,null,2022-06-02,22000.00
184,Parth Shetty,Male,31,Sales,Store Manager,11,null,2026-05-13,67500.00
185,Vivaan Mishra,Male,55,Sales,Sales Executive,11,null,2026-02-05,29000.00
186,Manav Thakur,Male,53,Sales,Sales Executive,11,null,2026-05-08,29500.00
187,Anirudh Qureshi,Male,52,Sales,Sales Executive,11,null,2026-04-14,28500.00
188,Palak Hegde,Female,65,Sales,Sales Executive,11,null,2026-02-01,30500.00
189,Inder Ali,Other,60,Sales,Sales Executive,11,null,2026-04-06,28500.00
190,Ajay Das,Male,56,Sales,Sales Executive,11,null,2026-03-06,28500.00
191,Ishani Thakur,Female,51,Sales,Sales Executive,11,null,2026-06-18,29000.00
192,Abhinav Ansari,Male,55,Sales,Sales Executive,11,null,2026-06-08,30000.00
193,Harshil Mahajan,Male,51,Sales,Sales Executive,11,null,2026-07-09,29500.00
194,Ritvik Mahajan,Male,63,Sales,Sales Executive,11,null,2026-01-18,31500.00
195,Avi Chatterjee,Male,49,Sales,Sales Executive,11,null,2026-02-05,29000.00
196,Nikhil Sehgal,Male,60,Sales,Cashier,11,null,2026-04-01,22000.00
197,Vivaan Bajaj,Male,46,Sales,Cashier,11,null,2026-05-27,21000.00
198,Abhinav Dutta,Male,55,Sales,Cashier,11,null,2026-02-05,22500.00
199,Garima Mishra,Female,35,Sales,Store Manager,12,null,2024-07-11,70500.00
200,Yamini Chopra,Female,39,Sales,Sales Executive,12,null,2024-05-20,29500.00
201,Arjun Roy,Male,29,Sales,Sales Executive,12,null,2024-10-11,26000.00
202,Girish Tyagi,Male,26,Sales,Sales Executive,12,null,2024-09-27,26000.00
203,Manav Siddiqui,Male,35,Sales,Sales Executive,12,null,2024-12-16,27500.00
204,Akshay Bhat,Male,26,Sales,Sales Executive,12,null,2024-10-31,26500.00
205,Gauri Suri,Female,44,Sales,Sales Executive,12,null,2024-01-24,30000.00
206,Ishani Patel,Female,36,Sales,Sales Executive,12,null,2024-08-18,27500.00
207,Samar Jain,Male,44,Sales,Sales Executive,12,null,2024-07-12,29500.00
208,Imran Kulkarni,Male,39,Sales,Sales Executive,12,null,2024-04-05,28500.00
209,Avni Puri,Female,43,Sales,Sales Executive,12,null,2024-05-31,30000.00
210,Aarav Arora,Male,35,Sales,Sales Executive,12,null,2024-08-27,27500.00
211,Gaurav Siddiqui,Male,44,Sales,Cashier,12,null,2024-01-15,22000.00
212,Karan Singh,Male,32,Sales,Cashier,12,null,2024-09-11,21000.00
213,Varun Khan,Male,40,Sales,Cashier,12,null,2024-02-08,22000.00
214,Madhav Sharma,Male,31,Sales,Store Manager,13,null,2023-01-08,72500.00
215,Karan Shetty,Male,28,Sales,Sales Executive,13,null,2023-12-09,28500.00
216,Kanika Ghosh,Female,28,Sales,Sales Executive,13,null,2023-01-08,28500.00
217,Madhav Puri,Male,31,Sales,Sales Executive,13,null,2023-03-09,27500.00
218,Rudra Yadav,Male,33,Sales,Sales Executive,13,null,2023-08-15,29000.00
219,Hemant Chatterjee,Male,27,Sales,Sales Executive,13,null,2023-08-12,28500.00
220,Pranav Tiwari,Male,27,Sales,Sales Executive,13,null,2023-05-08,27000.00
221,Akshay Thomas,Male,34,Sales,Sales Executive,13,null,2023-02-05,29000.00
222,Abhinav Goel,Male,28,Sales,Sales Executive,13,null,2023-11-29,28000.00
223,Esha Chauhan,Female,32,Sales,Sales Executive,13,null,2023-08-10,27500.00
224,Krish Prasad,Male,31,Sales,Sales Executive,13,null,2023-03-22,27500.00
225,Kanika Sandhu,Female,31,Sales,Sales Executive,13,null,2023-02-18,28000.00
226,Akshay Mahajan,Male,34,Sales,Cashier,13,null,2023-06-15,22000.00
227,Tanvi Suri,Female,33,Sales,Cashier,13,null,2023-08-15,22000.00
228,Rohan George,Male,27,Sales,Cashier,13,null,2023-12-06,21000.00
229,Arjun Banerjee,Male,35,Sales,Store Manager,14,null,2025-08-25,69500.00
230,Kabir Prasad,Male,51,Sales,Sales Executive,14,null,2026-03-06,30000.00
231,Sanjay Tyagi,Male,40,Sales,Sales Executive,14,null,2025-09-15,27500.00
232,Ishaan Rana,Male,36,Sales,Sales Executive,14,null,2025-11-18,28000.00
233,Saanvi Bose,Female,43,Sales,Sales Executive,14,null,2025-09-27,28000.00
234,Krish Malhotra,Male,39,Sales,Sales Executive,14,null,2025-11-13,28000.00
235,Aryan Vohra,Male,36,Sales,Sales Executive,14,null,2025-11-05,26000.00
236,Arjun Ali,Male,40,Sales,Sales Executive,14,null,2025-12-13,26000.00
237,Neil Mahajan,Male,36,Sales,Sales Executive,14,null,2025-10-30,28000.00
238,Parth Das,Male,44,Sales,Sales Executive,14,null,2025-11-24,29000.00
239,Tejas Verma,Male,36,Sales,Sales Executive,14,null,2025-10-14,26000.00
240,Hitesh Ahuja,Male,39,Sales,Sales Executive,14,null,2025-12-19,27000.00
241,Ritvik Sharma,Male,41,Sales,Cashier,14,null,2025-08-25,21500.00
242,Arjun Iyer,Male,37,Sales,Cashier,14,null,2025-09-17,21000.00
243,Varun Thomas,Male,40,Sales,Cashier,14,null,2025-12-04,22000.00
244,Falguni Verma,Female,31,Sales,Store Manager,15,null,2025-08-22,68000.00
245,Falguni Thakur,Female,51,Sales,Sales Executive,15,null,2025-05-15,29000.00
246,Chirag Singh,Male,44,Sales,Sales Executive,15,null,2025-07-27,27500.00
247,Jatin Pai,Male,54,Sales,Sales Executive,15,null,2025-02-21,31000.00
248,Lavanya Shah,Female,38,Sales,Sales Executive,15,null,2025-08-23,27000.00
249,Neil Mirza,Male,59,Sales,Sales Executive,15,null,2025-04-10,30500.00
250,Aryan Goel,Male,37,Sales,Sales Executive,15,null,2025-09-30,26000.00
251,Ishita Bansal,Female,37,Sales,Sales Executive,15,null,2025-12-17,28000.00
252,Bhavna Iyer,Female,55,Sales,Sales Executive,15,null,2025-03-01,30500.00
253,Ajay Saxena,Male,57,Sales,Sales Executive,15,null,2025-02-24,30000.00
254,Dhruv Rana,Male,37,Sales,Sales Executive,15,null,2025-08-20,27500.00
255,Lakshay Kumar,Male,36,Sales,Sales Executive,15,null,2025-08-18,27000.00
256,Dhruv Arora,Male,41,Sales,Sales Executive,15,null,2025-10-06,27500.00
257,Sasha Kulkarni,Other,42,Sales,Sales Executive,15,null,2025-11-29,29000.00
258,Imran Banerjee,Male,42,Sales,Cashier,15,null,2025-12-21,21500.00
259,Komal Mukherjee,Female,42,Sales,Cashier,15,null,2025-12-21,21500.00
260,Zoya Bose,Female,43,Sales,Cashier,15,null,2025-12-29,21500.00
261,Naman Bhat,Male,35,Sales,Store Manager,16,null,2025-10-04,68500.00
262,Hitesh Kapoor,Male,37,Sales,Sales Executive,16,null,2025-10-13,26000.00
263,Siddharth Raman,Male,37,Sales,Sales Executive,16,null,2025-11-05,27000.00
264,Vivaan Arora,Male,41,Sales,Sales Executive,16,null,2025-08-21,29000.00
265,Vivaan Shetty,Male,40,Sales,Sales Executive,16,null,2025-12-26,28000.00
266,Rajiv Khan,Male,45,Sales,Sales Executive,16,null,2025-12-25,27000.00
267,Leena Yadav,Female,37,Sales,Sales Executive,16,null,2025-11-09,26500.00
268,Aarav Patel,Male,42,Sales,Sales Executive,16,null,2025-09-14,29000.00
269,Bhavna Siddiqui,Female,38,Sales,Sales Executive,16,null,2025-07-17,27500.00
270,Gauri Verma,Female,37,Sales,Sales Executive,16,null,2025-08-12,26500.00
271,Mayank Yadav,Male,57,Sales,Sales Executive,16,null,2025-07-17,30500.00
272,Charu Bhat,Female,40,Sales,Sales Executive,16,null,2025-10-22,28000.00
273,Jai Srivastava,Male,36,Sales,Cashier,16,null,2025-09-18,20500.00
274,Anika Desai,Female,43,Sales,Cashier,16,null,2025-10-23,22000.00
275,Jay Nair,Male,36,Sales,Cashier,16,null,2025-08-04,21000.00
276,Bharat Bhat,Male,30,Sales,Store Manager,17,null,2021-07-01,74000.00
277,Pari Thakur,Female,23,Sales,Sales Executive,17,null,2021-05-07,28500.00
278,Mansi Sehgal,Female,24,Sales,Sales Executive,17,null,2021-05-03,30000.00
279,Kiara Nambiar,Female,24,Sales,Sales Executive,17,null,2021-04-09,30000.00
280,Shubham Saxena,Male,24,Sales,Sales Executive,17,null,2021-03-15,30500.00
281,Aadesh Kulkarni,Male,25,Sales,Sales Executive,17,null,2021-05-15,30000.00
282,Harshil Qureshi,Male,25,Sales,Sales Executive,17,null,2021-01-13,29500.00
283,Divya Chopra,Female,23,Sales,Sales Executive,17,null,2021-04-03,30500.00
284,Avi Yadav,Male,25,Sales,Sales Executive,17,null,2021-05-08,29500.00
285,Trisha Menon,Female,23,Sales,Sales Executive,17,null,2021-03-17,29500.00
286,Ishani Saxena,Female,24,Sales,Sales Executive,17,null,2021-11-19,30000.00
287,Girish Kumar,Male,23,Sales,Sales Executive,17,null,2021-04-10,29000.00
288,Kavya Sehgal,Female,23,Sales,Cashier,17,null,2021-12-17,21500.00
289,Yash Kaur,Male,24,Sales,Cashier,17,null,2021-04-29,22500.00
290,Juhi Subramanian,Female,24,Sales,Cashier,17,null,2021-03-04,23500.00
291,Karan Krishnan,Male,32,Sales,Store Manager,18,null,2026-05-09,68000.00
292,Jai Nambiar,Male,61,Sales,Sales Executive,18,null,2026-01-27,29000.00
293,Shubham Nair,Male,48,Sales,Sales Executive,18,null,2026-07-20,27500.00
294,Avni Sinha,Female,51,Sales,Sales Executive,18,null,2026-05-07,29000.00
295,Ishita Mehta,Female,61,Sales,Sales Executive,18,null,2026-02-01,31000.00
296,Eshan Nambiar,Male,59,Sales,Sales Executive,18,null,2026-05-27,29500.00
297,Avni Nambiar,Female,60,Sales,Sales Executive,18,null,2026-05-23,30000.00
298,Yamini Mukherjee,Female,60,Sales,Sales Executive,18,null,2026-06-12,30000.00
299,Aadesh Ahuja,Male,54,Sales,Sales Executive,18,null,2026-02-27,30000.00
300,Tejas Sinha,Male,49,Sales,Sales Executive,18,null,2026-07-17,28500.00
301,Shubham Fernandes,Male,46,Sales,Sales Executive,18,null,2026-04-12,27500.00
302,Varun Prasad,Male,47,Sales,Sales Executive,18,null,2026-07-14,27000.00
303,Meera Chopra,Female,49,Sales,Cashier,18,null,2026-05-08,21500.00
304,Avi Das,Male,51,Sales,Cashier,18,null,2026-06-06,21000.00
305,Navya Patel,Female,60,Sales,Cashier,18,null,2026-04-26,22500.00
306,Heena Malhotra,Female,33,Sales,Store Manager,19,null,2025-10-20,67000.00
307,Akhil Mukherjee,Male,37,Sales,Sales Executive,19,null,2025-09-25,27000.00
308,Aryan Krishnan,Male,37,Sales,Sales Executive,19,null,2025-09-02,26000.00
309,Tushar Menon,Male,42,Sales,Sales Executive,19,null,2025-10-06,28500.00
310,Shalini Sinha,Female,42,Sales,Sales Executive,19,null,2025-10-05,27000.00
311,Lakshay Tyagi,Male,44,Sales,Sales Executive,19,null,2025-12-17,28500.00
312,Deepika Krishnan,Female,43,Sales,Sales Executive,19,null,2025-10-05,29000.00
313,Mayank Siddiqui,Male,42,Sales,Sales Executive,19,null,2025-10-11,28000.00
314,Akshay Sandhu,Male,44,Sales,Sales Executive,19,null,2025-11-06,28000.00
315,Ira Bhat,Female,41,Sales,Sales Executive,19,null,2025-07-20,28500.00
316,Omkar Arora,Male,37,Sales,Sales Executive,19,null,2025-08-17,28500.00
317,Mayank Tiwari,Male,39,Sales,Sales Executive,19,null,2025-10-21,27500.00
318,Saanvi Goel,Female,41,Sales,Cashier,19,null,2025-08-12,21000.00
319,Heena Siddiqui,Female,41,Sales,Cashier,19,null,2025-12-03,21500.00
320,Aryan Roy,Male,36,Sales,Cashier,19,null,2025-09-04,21000.00
321,Harini Puri,Female,33,Sales,Store Manager,20,null,2022-01-01,71000.00
322,Geetika Goyal,Female,31,Sales,Sales Executive,20,null,2022-03-20,30500.00
323,Vidhi Singh,Female,31,Sales,Sales Executive,20,null,2022-04-21,29000.00
324,Palak Rana,Female,35,Sales,Sales Executive,20,null,2022-07-05,30000.00
325,Naman Mirza,Male,23,Sales,Sales Executive,20,null,2022-08-20,27000.00
326,Fatima Mukherjee,Female,24,Sales,Sales Executive,20,null,2022-10-22,29000.00
327,Sai Pillai,Other,34,Sales,Sales Executive,20,null,2022-05-29,30500.00
