customer_id,customer_name,gender,age,customer_type,city,state,region,join_date
29,Sonam Deep Chatterjee,Female,40,Individual,New Delhi,Delhi,North,2022-10-26
30,Kunal Tej Prajapati,Male,21,Individual,Nagpur,Maharashtra,West,2026-04-17
31,Mitali Kishore Khan,Female,30,Individual,Jodhpur,Rajasthan,North,2020-07-27
32,Shubham Prem Kale,Male,29,Government,Raipur,Chhattisgarh,Central,2023-05-05
33,Mayank Veer Siddiqui,Male,23,Business,Hyderabad,Telangana,South,2022-09-23
34,Harsh Deep Thakur,Male,40,Individual,Ahmedabad,Gujarat,West,2025-01-22
35,Rajesh Rey Trivedi,Male,69,Individual,Guwahati,Assam,East,2025-06-09
36,Charu Pal Das,Female,22,Individual,Indore,Madhya Pradesh,Central,2023-07-13
37,Kiara Lal Mirza,Female,53,Individual,Chennai,Tamil Nadu,South,2020-07-20
38,Mahima Neel Goel,Female,21,Individual,Jodhpur,Rajasthan,North,2016-09-13
39,Muskan Jay Jain,Female,42,Individual,Kolkata,West Bengal,East,2023-12-27
40,Ajay Om Chatterjee,Male,20,Business,Ahmedabad,Gujarat,West,2023-04-27
41,Ruchi Pal Mishra,Female,30,Individual,Indore,Madhya Pradesh,Central,2024-08-04
42,Vivek Jay Brar,Male,20,Individual,Bhopal,Madhya Pradesh,Central,2022-02-17
43,Atharv Raj Trivedi,Male,22,Individual,Bengaluru,Karnataka,South,2019-02-06
44,Hemant Deep Gowda,Male,41,Individual,Jaipur,Rajasthan,North,2024-07-26
45,Bhavna Deep Mathew,Female,52,Individual,Mysuru,Karnataka,South,2023-03-25
46,Abhishek Singh Mishra,Male,68,Individual,Bhopal,Madhya Pradesh,Central,2020-07-28
47,Rohan Veer Khatri,Male,31,Business,Jaipur,Rajasthan,North,2022-10-20
48,Ravi Nath Pandey,Male,39,Business,Raipur,Chhattisgarh,Central,2018-05-21
49,Rupali Tej Mishra,Female,23,Government,Hyderabad,Telangana,South,2025-10-22
50,Naman Surya Pandey,Male,47,Individual,Pune,Maharashtra,West,2021-08-21
51,Anurag Avi Ali,Male,43,Individual,Indore,Madhya Pradesh,Central,2019-11-15
52,Shubham Dev Fernandes,Male,28,Individual,Gurugram,Haryana,North,2024-09-21
53,Ritvik Dev Reddy,Male,23,Individual,Indore,Madhya Pradesh,Central,2024-03-23
54,Trisha Hari Ahuja,Female,50,Business,Bengaluru,Karnataka,South,2022-10-17
55,Nikhil Lal Chauhan,Male,28,Individual,Indore,Madhya Pradesh,Central,2022-06-09
56,Swati Anand Srivastava,Female,22,Individual,Bhubaneswar,Odisha,East,2025-08-31
57,Srishti Rai D'Souza,Female,32,Individual,Lucknow,Uttar Pradesh,North,2022-08-23
58,Ajay Surya Bansal,Male,40,Individual,Patna,Bihar,East,2022-10-24
59,Mahima Prakash Patel,Female,50,Business,Noida,Uttar Pradesh,North,2024-09-25
60,Nikita Deep Kamble,Female,34,Individual,Indore,Madhya Pradesh,Central,2023-06-18
61,Omkar Kumar Saxena,Male,41,Individual,Bengaluru,Karnataka,South,2023-06-14
62,Mukul Tej Desai,Male,39,Individual,Kolkata,West Bengal,East,2022-01-03
63,Radhika Vijay Shinde,Female,22,Individual,Kochi,Kerala,South,2017-06-16
64,Aman Rai Arora,Male,21,Individual,Jaipur,Rajasthan,North,2024-09-09
65,Ravi Avi Thakur,Male,62,Individual,Chennai,Tamil Nadu,South,2023-01-22
66,Manish Raj Patel,Male,22,Individual,Pune,Maharashtra,West,2018-11-17
67,Mansi Hari Kohli,Female,40,Business,Pune,Maharashtra,West,2025-01-13
68,Ari Jay Mishra,Others,20,Business,New Delhi,Delhi,North,2016-04-28
69,Tanvi Ravi Sethi,Female,21,Individual,Pune,Maharashtra,West,2025-05-05
70,Shubham Chandra Jain,Male,20,Individual,Kochi,Kerala,South,2023-01-24
71,Jatin Ranjan Shinde,Male,42,Individual,Kolkata,West Bengal,East,2024-09-08
72,Ananya Jit Kulkarni,Female,44,Individual,Surat,Gujarat,West,2021-06-08
73,Tarun Singh Lamba,Male,31,Individual,Chennai,Tamil Nadu,South,2020-12-15
74,Mitali Veer Khan,Female,30,Individual,New Delhi,Delhi,North,2021-06-07
75,Kajal Om Sawant,Female,68,Business,Mumbai,Maharashtra,West,2021-01-25
76,Isha Om Mane,Female,52,Business,Chandigarh,Punjab,North,2022-11-11
77,Vikram Nath Mukherjee,Male,29,Individual,Jaipur,Rajasthan,North,2025-04-02
78,Rudra Prakash Chopra,Male,28,Individual,Noida,Uttar Pradesh,North,2025-11-07
79,Sunita Pal Dubey,Female,51,Individual,Chandigarh,Punjab,North,2022-07-05
80,Vedant Lal Khatri,Male,30,Individual,Coimbatore,Tamil Nadu,South,2021-01-25
81,Bhavna Lal Brar,Female,29,Individual,Bhopal,Madhya Pradesh,Central,2026-03-30
82,Rishabh Anand Vyas,Male,27,Individual,Kolkata,West Bengal,East,2019-12-10
83,Ankit Ranjan Mittal,Male,41,Individual,Vadodara,Gujarat,West,2023-11-01
84,Omkar Sai Naidu,Male,21,Business,Chennai,Tamil Nadu,South,2016-08-12
85,Preeti Anand Rao,Female,42,Individual,Mumbai,Maharashtra,West,2024-12-15
86,Pooja Neel Pawar,Female,21,Business,Guwahati,Assam,East,2024-08-19
87,Rishabh Mohan Ghosh,Male,22,Individual,Ahmedabad,Gujarat,West,2024-12-06
88,Mansi Jit Sawant,Female,22,Individual,Visakhapatnam,Andhra Pradesh,South,2017-12-28
89,Rakesh Ravi Sandhu,Male,55,Individual,Raipur,Chhattisgarh,Central,2023-07-26
90,Nitin Ranjan Siddiqui,Male,32,Individual,Ahmedabad,Gujarat,West,2021-10-07
91,Suraj Chandra Patel,Male,23,Individual,Jaipur,Rajasthan,North,2023-03-09
92,Preeti Lal Kohli,Female,54,Individual,Surat,Gujarat,West,2022-12-20
93,Uday Chandra Naidu,Male,20,Individual,Bhubaneswar,Odisha,East,2023-03-22
94,Kiara Neel Mishra,Female,19,Business,Jaipur,Rajasthan,North,2025-12-28
95,Rishabh Deep Shah,Male,22,Individual,Ghaziabad,Uttar Pradesh,North,2023-12-25
96,Aditya Hari Kapoor,Male,28,Individual,Indore,Madhya Pradesh,Central,2020-08-07
97,Meera Surya Bhatia,Female,22,Business,Chennai,Tamil Nadu,South,2019-08-25
98,Varun Tej Ansari,Male,31,Business,Bhopal,Madhya Pradesh,Central,2018-08-24
99,Yash Shan Kaur,Male,30,Individual,Kolkata,West Bengal,East,2022-12-16
100,Nikhil Veer Singh,Male,41,Business,Lucknow,Uttar Pradesh,North,2019-04-29
101,Ritvik Jay Reddy,Male,21,Government,Hyderabad,Telangana,South,2021-03-07
102,Varun Ravi Yadav,Male,22,Individual,Visakhapatnam,Andhra Pradesh,South,2017-02-01
103,Leena Veer Bose,Female,21,Individual,Surat,Gujarat,West,2026-04-14
104,Kunal Ranjan Saha,Male,51,Individual,Jodhpur,Rajasthan,North,2024-10-11
105,Sakshi Rey Kapoor,Female,22,Individual,Bengaluru,Karnataka,South,2025-12-04
106,Shruti Sai Chatterjee,Female,31,Individual,Guwahati,Assam,East,2023-05-08
107,Lakshay Om Tomar,Male,22,Individual,Gurugram,Haryana,North,2020-11-03
108,Tanmay Rai Singh,Male,33,Individual,Mumbai,Maharashtra,West,2022-07-31
109,Aarav Prem Khatri,Male,32,Individual,Ahmedabad,Gujarat,West,2024-07-11
110,Geeta Veer Varghese,Female,32,Business,Jaipur,Rajasthan,North,2026-02-01
111,Komal Jit Mirza,Female,51,Business,Gurugram,Haryana,North,2022-02-20
112,Avni Kishore Tripathi,Female,43,Business,New Delhi,Delhi,North,2025-09-08
113,Kunal Kumar Saha,Male,41,Individual,Ludhiana,Punjab,North,2023-06-10
114,Nikhil Sai Patil,Male,20,Individual,Nagpur,Maharashtra,West,2022-08-18
115,Suraj Pal Mathew,Male,21,Individual,Coimbatore,Tamil Nadu,South,2023-12-18
116,Aarav Avi Mathew,Male,54,Business,Hyderabad,Telangana,South,2018-04-24
117,Ritesh Neel Patel,Male,32,Individual,Kochi,Kerala,South,2024-07-23
118,Srishti Om Ansari,Female,38,Individual,Noida,Uttar Pradesh,North,2026-01-16
119,Rohan Chandra Gill,Male,21,Business,Kolkata,West Bengal,East,2023-05-11
120,Rakesh Tej Kaur,Male,41,Business,Bengaluru,Karnataka,South,2021-01-28
121,Rakesh Pal Arora,Male,33,Individual,Lucknow,Uttar Pradesh,North,2022-04-29
122,Rajat Ravi Yadav,Male,22,Business,Mumbai,Maharashtra,West,2025-12-13
123,Riya Hari Sethi,Female,31,Individual,Chandigarh,Punjab,North,2022-05-18
124,Deepak Sai Anand,Male,41,Business,New Delhi,Delhi,North,2026-01-14
125,Akhil Jay Lamba,Male,51,Business,Bhopal,Madhya Pradesh,Central,2025-10-01
126,Tushar Rey Mane,Male,23,Business,Mumbai,Maharashtra,West,2024-06-10
127,Sachin Dev Fernandes,Male,20,Business,Bengaluru,Karnataka,South,2025-02-12
128,Shruti Veer Sandhu,Female,54,Individual,Bengaluru,Karnataka,South,2024-02-28
129,Himani Singh Dubey,Female,21,Business,Noida,Uttar Pradesh,North,2021-07-29
130,Ishita Ranjan Reddy,Female,22,Business,New Delhi,Delhi,North,2022-06-21
131,Navya Pal Patel,Female,23,Individual,Faridabad,Haryana,North,2026-05-24
132,Vivek Neel Goel,Male,34,Business,Mumbai,Maharashtra,West,2018-06-25
133,Krishna Sai Tomar,Male,22,Individual,Mumbai,Maharashtra,West,2023-03-06
134,Siddharth Surya Vyas,Male,31,Business,Kolkata,West Bengal,East,2025-02-11
135,Deepak Jit Bajaj,Male,21,Individual,Ludhiana,Punjab,North,2021-03-31
136,Vidhi Mohan Mahajan,Female,41,Individual,Hyderabad,Telangana,South,2025-04-09
137,Radhika Kumar Gowda,Female,20,Business,Chennai,Tamil Nadu,South,2021-06-29
138,Rajesh Om Shinde,Male,22,Individual,Surat,Gujarat,West,2021-10-05
139,Rashmi Pal Ahuja,Female,31,Business,Kolkata,West Bengal,East,2022-04-21
140,Shivani Vijay Fernandes,Female,22,Government,Bengaluru,Karnataka,South,2018-08-06
141,Uday Rey Chatterjee,Male,21,Business,Mumbai,Maharashtra,West,2025-07-06
142,Abhishek Ravi Kamble,Male,54,Individual,Guwahati,Assam,East,2023-09-19
143,Meera Chandra Khatri,Female,49,Business,Chandigarh,Punjab,North,2024-10-22
144,Rajat Mohan Joshi,Male,73,Individual,Patna,Bihar,East,2023-11-06
145,Rajat Rey Naidu,Male,20,Individual,Panaji,Goa,West,2025-06-25
146,Suraj Surya Mirza,Male,34,Business,Thiruvananthapuram,Kerala,South,2023-11-14
147,Aryan Kumar Tiwari,Male,28,Individual,Mysuru,Karnataka,South,2025-04-10
148,Mayank Lal Sharma,Male,53,Business,Bengaluru,Karnataka,South,2025-05-16
149,Madhav Tej Patel,Male,20,Individual,Jaipur,Rajasthan,North,2025-01-14
150,Samarth Veer Siddiqui,Male,21,Individual,Kochi,Kerala,South,2025-06-03
151,Ritvik Deep Jain,Male,30,Individual,New Delhi,Delhi,North,2022-08-10
152,Naveen Veer Iyer,Male,24,Individual,Ahmedabad,Gujarat,West,2023-10-22
153,Isha Ravi Mittal,Female,31,Individual,Noida,Uttar Pradesh,North,2025-01-19
154,Omkar Singh Mirza,Male,20,Business,Raipur,Chhattisgarh,Central,2023-12-02
155,Renu Kishore Chaudhary,Female,24,Individual,Surat,Gujarat,West,2023-12-11
156,Payal Prem Mathew,Female,41,Business,Surat,Gujarat,West,2021-04-19
157,Aman Nath Mane,Male,65,Individual,Jodhpur,Rajasthan,North,2025-08-13
158,Komal Ranjan Mehta,Female,40,Business,Kolkata,West Bengal,East,2023-07-05
159,Madhav Deep Shah,Male,20,Business,Hyderabad,Telangana,South,2022-12-26
160,Akhil Kumar Brar,Male,56,Business,New Delhi,Delhi,North,2023-04-30
161,Dhruv Ranjan Trivedi,Male,41,Individual,Ludhiana,Punjab,North,2023-10-10
162,Ritvik Om D'Souza,Male,20,Individual,Ghaziabad,Uttar Pradesh,North,2023-08-15
163,Mitali Dev Nagpal,Female,18,Individual,Bengaluru,Karnataka,South,2021-09-13
164,Omkar Avi Soni,Male,18,Government,Bengaluru,Karnataka,South,2024-03-04
165,Kajal Dev Verma,Female,29,Individual,Ghaziabad,Uttar Pradesh,North,2017-09-09
166,Mayank Kishore Mukherjee,Male,42,Individual,Mysuru,Karnataka,South,2016-01-09
167,Ashish Prem Anand,Male,28,Individual,Bhopal,Madhya Pradesh,Central,2023-05-26
168,Ritvik Nath Talwar,Male,42,Individual,Hyderabad,Telangana,South,2024-01-01
169,Navya Rai Patil,Female,30,Individual,Bhopal,Madhya Pradesh,Central,2022-06-11
170,Mahima Avi Joshi,Female,22,Government,New Delhi,Delhi,North,2021-03-26
171,Shreya Jit Sawant,Female,23,Individual,Guwahati,Assam,East,2024-03-27
172,Tarun Pal Mathew,Male,30,Individual,Lucknow,Uttar Pradesh,North,2023-07-06
173,Diya Neel Chatterjee,Female,56,Individual,Bhopal,Madhya Pradesh,Central,2022-01-16
174,Garima Raj Tiwari,Female,33,Individual,Ludhiana,Punjab,North,2023-11-08
175,Ishita Nath Srivastava,Female,53,Individual,Jodhpur,Rajasthan,North,2024-03-07
176,Chirag Prakash Joshi,Male,37,Individual,Bhopal,Madhya Pradesh,Central,2025-06-03
177,Pooja Chandra Modi,Female,31,Business,Gurugram,Haryana,North,2024-05-30
178,Ayush Tej Ghosh,Male,24,Individual,Ahmedabad,Gujarat,West,2021-12-16
179,Arjun Dev Arora,Male,19,Individual,Patna,Bihar,East,2021-06-22
180,Kavya Jit Kumar,Female,71,Business,Thiruvananthapuram,Kerala,South,2021-11-23
181,Anmol Prakash Talwar,Others,21,Individual,Faridabad,Haryana,North,2022-11-28
182,Ritesh Mohan Yadav,Male,20,Business,Gurugram,Haryana,North,2024-08-29
183,Sakshi Jay Joseph,Female,39,Business,Jaipur,Rajasthan,North,2020-09-19
184,Vivaan Deep Srivastava,Male,39,Individual,Jodhpur,Rajasthan,North,2024-05-15
185,Devansh Vijay Qureshi,Male,51,Business,Kolkata,West Bengal,East,2020-01-07
186,Anmol Kishore Chatterjee,Others,41,Individual,Lucknow,Uttar Pradesh,North,2016-06-07
187,Kanika Shan Srivastava,Female,19,Business,Gurugram,Haryana,North,2018-01-21
188,Rekha Neel Chauhan,Female,21,Business,Raipur,Chhattisgarh,Central,2024-08-04
189,Avni Shan Siddiqui,Female,21,Individual,Pune,Maharashtra,West,2025-06-24
190,Rakesh Anand Mishra,Male,39,Business,Kolkata,West Bengal,East,2025-08-26
191,Abhinav Jit Mahajan,Male,22,Business,Kolkata,West Bengal,East,2023-04-14
192,Rohit Neel Kale,Male,39,Individual,New Delhi,Delhi,North,2022-05-05
193,Nitin Shan Talwar,Male,23,Individual,Bhopal,Madhya Pradesh,Central,2024-01-14
194,Rashmi Jit Bhatia,Female,30,Individual,Kolkata,West Bengal,East,2024-12-08
195,Neha Dev Chopra,Female,20,Business,Kochi,Kerala,South,2025-04-08
196,Shivani Dev Jadhav,Female,24,Business,New Delhi,Delhi,North,2017-06-11
197,Sameer Kumar Gowda,Male,34,Individual,Indore,Madhya Pradesh,Central,2020-07-22
198,Saurabh Tej Khan,Male,77,Individual,Bengaluru,Karnataka,South,2020-12-18
199,Namrata Mohan Jadhav,Female,66,Business,Raipur,Chhattisgarh,Central,2020-11-22
200,Simran Kishore Varghese,Female,30,Business,Kolkata,West Bengal,East,2026-05-04
201,Rajesh Nath Chopra,Male,22,Individual,Bhubaneswar,Odisha,East,2022-10-07
202,Gaurav Deep Jain,Male,33,Individual,Pune,Maharashtra,West,2025-05-25
203,Mayank Avi Ghosh,Male,64,Business,Jaipur,Rajasthan,North,2023-12-10
204,Kunal Shan Pawar,Male,23,Business,Hyderabad,Telangana,South,2024-08-14
205,Sanjay Rai Kamble,Male,41,Individual,Ludhiana,Punjab,North,2020-12-16
206,Lakshay Neel Joshi,Male,29,Business,Chandigarh,Punjab,North,2025-06-23
207,Ira Ranjan Prajapati,Female,44,Individual,New Delhi,Delhi,North,2024-03-09
208,Rekha Veer Gill,Female,40,Individual,Guwahati,Assam,East,2020-02-03
209,Gaurav Ravi Ansari,Male,30,Government,Patna,Bihar,East,2026-07-23
210,Shubham Rai Solanki,Male,30,Individual,Surat,Gujarat,West,2025-10-04
211,Nikita Avi Shinde,Female,22,Individual,Patna,Bihar,East,2021-10-27
212,Anand Prakash Joshi,Male,49,Business,Noida,Uttar Pradesh,North,2020-07-16
213,Saanvi Prakash Modi,Female,40,Business,Noida,Uttar Pradesh,North,2024-08-18
214,Radhika Neel Siddiqui,Female,32,Individual,Bengaluru,Karnataka,South,2025-12-07
215,Sunita Neel Patel,Female,59,Individual,Hyderabad,Telangana,South,2024-03-13
216,Pooja Pal Sandhu,Female,28,Individual,Vadodara,Gujarat,West,2023-10-12
217,Jatin Pal Kapoor,Male,71,Individual,Noida,Uttar Pradesh,North,2019-09-26
218,Mansi Neel Roy,Female,28,Individual,Panaji,Goa,West,2022-02-19
219,Naman Lal Reddy,Male,31,Individual,Pune,Maharashtra,West,2023-02-22
220,Ritvik Ranjan Thakur,Male,39,Individual,Indore,Madhya Pradesh,Central,2018-02-24
221,Ishaan Jay Siddiqui,Male,22,Individual,Bengaluru,Karnataka,South,2025-04-14
222,Nandini Sai Jadhav,Female,31,Business,Mumbai,Maharashtra,West,2022-04-03
223,Vikram Rai Pillai,Male,19,Business,New Delhi,Delhi,North,2020-05-20
224,Vivek Veer Mane,Male,27,Individual,Vadodara,Gujarat,West,2022-01-30
225,Chirag Kishore Mane,Male,28,Individual,Kochi,Kerala,South,2022-03-08
226,Aditya Tej Desai,Male,57,Individual,Jaipur,Rajasthan,North,2020-06-29
227,Ritika Rai Yadav,Female,21,Individual,Patna,Bihar,East,2025-04-24
228,Mitali Prem Joseph,Female,29,Individual,Ghaziabad,Uttar Pradesh,North,2018-04-05
229,Abhishek Ravi Desai,Male,21,Individual,Indore,Madhya Pradesh,Central,2019-01-03
230,Monika Anand Trivedi,Female,23,Individual,Chandigarh,Punjab,North,2021-05-08
231,Renu Avi Mahajan,Female,42,Individual,Chennai,Tamil Nadu,South,2024-08-17
232,Ankit Prakash Mathew,Male,22,Business,New Delhi,Delhi,North,2025-01-01
233,Preeti Shan Mirza,Female,22,Business,Chandigarh,Punjab,North,2024-12-16
234,Karan Kumar Naidu,Male,39,Individual,Gurugram,Haryana,North,2022-07-28
235,Mohit Sai Parmar,Male,30,Business,Surat,Gujarat,West,2024-02-14
236,Anand Neel Rao,Male,40,Individual,Indore,Madhya Pradesh,Central,2019-06-23
237,Tanmay Surya Roy,Male,20,Individual,Indore,Madhya Pradesh,Central,2024-05-25
238,Aadhya Chandra Mukherjee,Female,24,Individual,Jaipur,Rajasthan,North,2021-01-07
239,Pooja Anand Chaudhary,Female,54,Individual,Raipur,Chhattisgarh,Central,2025-03-26
240,Shivani Prakash Kulkarni,Female,33,Individual,Surat,Gujarat,West,2022-02-11
241,Anurag Chandra Srivastava,Male,23,Individual,Lucknow,Uttar Pradesh,North,2026-02-14
242,Ravi Lal Tripathi,Male,21,Individual,Noida,Uttar Pradesh,North,2025-09-14
243,Manish Deep Sheikh,Male,40,Business,New Delhi,Delhi,North,2024-12-21
244,Hemant Lal Soni,Male,39,Individual,Bhubaneswar,Odisha,East,2024-04-05
245,Tushar Prem Bhatia,Male,32,Individual,New Delhi,Delhi,North,2023-01-02
246,Ravi Kishore Thakur,Male,63,Individual,Pune,Maharashtra,West,2024-03-24
247,Hemant Kishore Ahuja,Male,30,Individual,Bengaluru,Karnataka,South,2019-02-10
248,Jatin Chandra Thomas,Male,20,Individual,Indore,Madhya Pradesh,Central,2025-07-30
249,Dev Avi Fernandes,Male,30,Individual,Ludhiana,Punjab,North,2019-09-20
250,Deepti Tej Srivastava,Female,20,Individual,Patna,Bihar,East,2018-09-12
251,Tanvi Vijay Saha,Female,39,Individual,Hyderabad,Telangana,South,2025-01-06
252,Arpit Deep Trivedi,Male,30,Individual,Raipur,Chhattisgarh,Central,2024-06-15
253,Kabir Tej Das,Male,29,Individual,Ahmedabad,Gujarat,West,2024-07-22
254,Abeer Singh Bose,Male,40,Individual,Hyderabad,Telangana,South,2024-01-19
255,Mohit Dev Joshi,Male,70,Business,Jaipur,Rajasthan,North,2024-09-06
256,Rupali Om Sethi,Female,49,Individual,Raipur,Chhattisgarh,Central,2022-03-29
257,Parth Surya Kaur,Male,21,Individual,Thiruvananthapuram,Kerala,South,2016-11-04
258,Nitin Hari Naidu,Male,21,Individual,Ludhiana,Punjab,North,2018-10-23
259,Meera Veer Nagpal,Female,20,Individual,Noida,Uttar Pradesh,North,2021-12-14
260,Abeer Jit Roy,Male,31,Individual,Noida,Uttar Pradesh,North,2020-03-25
261,Radhika Dev Varghese,Female,30,Individual,Bhubaneswar,Odisha,East,2025-12-10
262,Ananya Hari Jadhav,Female,29,Business,Mumbai,Maharashtra,West,2024-02-14
263,Ruchi Deep Dave,Female,28,Individual,Kolkata,West Bengal,East,2022-08-21
264,Tanya Dev Tripathi,Female,22,Business,Chennai,Tamil Nadu,South,2020-09-10
265,Ravi Anand Reddy,Male,41,Individual,Ghaziabad,Uttar Pradesh,North,2022-07-03
266,Himani Pal Bhatia,Female,21,Individual,Coimbatore,Tamil Nadu,South,2020-09-23
267,Radhika Neel Gowda,Female,20,Business,Bengaluru,Karnataka,South,2023-02-13
268,Pranav Deep Kulkarni,Male,57,Individual,Mumbai,Maharashtra,West,2019-06-07
269,Kunal Prem Pillai,Male,38,Business,Hyderabad,Telangana,South,2024-11-11
270,Arjun Nath Menon,Male,22,Individual,Indore,Madhya Pradesh,Central,2026-05-16
271,Vivek Lal Das,Male,23,Individual,Guwahati,Assam,East,2024-06-18
272,Arpit Shan Dave,Male,58,Individual,New Delhi,Delhi,North,2022-05-05
273,Arnav Jay Rathore,Male,22,Individual,Noida,Uttar Pradesh,North,2025-10-26
274,Mukul Jit Mane,Male,19,Individual,Chandigarh,Punjab,North,2021-11-08
275,Tarun Chandra Gupta,Male,22,Business,Mumbai,Maharashtra,West,2020-01-30
276,Trisha Vijay Mukherjee,Female,23,Individual,Guwahati,Assam,East,2023-08-05
277,Nitin Vijay Vyas,Male,37,Individual,Indore,Madhya Pradesh,Central,2017-03-03
278,Swati Mohan Chatterjee,Female,19,Business,Chandigarh,Punjab,North,2026-02-05
279,Naman Deep Ahuja,Male,19,Individual,Bengaluru,Karnataka,South,2024-08-02
280,Palak Pal Pawar,Female,40,Business,Kolkata,West Bengal,East,2023-08-17
281,Bhavna Prem Kohli,Female,41,Business,Indore,Madhya Pradesh,Central,2025-01-15
282,Jatin Deep Khanna,Male,21,Business,Coimbatore,Tamil Nadu,South,2024-11-12
283,Geeta Hari Gill,Female,23,Individual,Visakhapatnam,Andhra Pradesh,South,2024-06-14
284,Shivani Neel Kaur,Female,19,Individual,Coimbatore,Tamil Nadu,South,2025-02-14
285,Nandini Surya Dutta,Female,23,Individual,Bengaluru,Karnataka,South,2023-04-27
286,Priya Vijay Shah,Female,22,Business,Chennai,Tamil Nadu,South,2024-08-02
287,Sachin Raj Mehta,Male,30,Business,Kolkata,West Bengal,East,2022-09-30
288,Rakesh Raj Khan,Male,22,Individual,Mumbai,Maharashtra,West,2026-06-18
289,Atharv Singh Naidu,Male,40,Individual,Panaji,Goa,West,2018-09-12
290,Himani Om Sidhu,Female,21,Individual,Chandigarh,Punjab,North,2021-04-25
291,Shaurya Prem Tomar,Male,22,Individual,Lucknow,Uttar Pradesh,North,2023-11-03
292,Pallavi Mohan Sheikh,Female,26,Individual,Ghaziabad,Uttar Pradesh,North,2026-05-31
293,Sameer Rai Chatterjee,Male,21,Business,Chennai,Tamil Nadu,South,2025-09-20
294,Vijay Prem Bhatia,Male,24,Individual,Bhopal,Madhya Pradesh,Central,2020-06-13
295,Avni Mohan Mahajan,Female,30,Individual,Jaipur,Rajasthan,North,2018-03-15
296,Arjun Jit Pillai,Male,74,Business,New Delhi,Delhi,North,2022-12-21
297,Monika Avi Modi,Female,53,Individual,Lucknow,Uttar Pradesh,North,2026-02-06
298,Payal Raj Modi,Female,29,Individual,Lucknow,Uttar Pradesh,North,2023-06-18
299,Radhika Sai Joseph,Female,67,Business,Kolkata,West Bengal,East,2023-05-18
300,Anand Rai Tripathi,Male,22,Individual,Kolkata,West Bengal,East,2025-06-01
301,Geeta Prakash Sandhu,Female,30,Individual,Hyderabad,Telangana,South,2023-03-30
302,Aparna Shan Sawant,Female,23,Individual,Ludhiana,Punjab,North,2021-11-18
303,Rohit Surya Kale,Male,55,Individual,Indore,Madhya Pradesh,Central,2021-01-20
304,Arjun Lal Lamba,Male,22,Individual,Visakhapatnam,Andhra Pradesh,South,2023-07-22
305,Mahima Chandra Thomas,Female,22,Individual,Coimbatore,Tamil Nadu,South,2023-01-19
306,Pragya Kumar Prajapati,Female,68,Business,Chennai,Tamil Nadu,South,2021-07-03
307,Tanmay Hari Arora,Male,23,Individual,Noida,Uttar Pradesh,North,2023-11-23
308,Samarth Rai Singh,Male,52,Business,Gurugram,Haryana,North,2024-06-05
309,Srishti Nath Joseph,Female,23,Individual,Faridabad,Haryana,North,2022-02-18
